solution_id;problem_id;user_id;contest_id;filename;checksum;lang_id;check_type;posted_time;checked_time;contest_time;test_result;test_score;score;module_val;compile_error;is_passed
364440;100001;18424;3124;;05de2ce9b6cc4ada1333533c743afca4;17;F;1691694256;1691694264;198256;4;9.00;9.00;0;wrong answer expected 166, found 505606\n\nwrong answer expected 29, found 3149\n\nwrong answer expected 101, found 173141\n\nwrong answer expected 41, found 89441\n\nwrong answer expected 57, found 174777\n\nwrong answer expected 41, found 38441\n\nwrong answer expected 145, found 507025\n\nwrong answer expected 115, found 38915\n\nwrong answer expected 90, found 3690\n\nwrong answer expected 122, found 2762\n\nwrong answer expected 5, found 405\n\nwrong answer expected 166, found 509926\n\nwrong answer expected 73, found 310313\n\nwrong answer expected 83, found 37283\n\nwrong answer expected 129, found 173169\n\nwrong answer expected 101, found 13061\n\nwrong answer expected 149, found 515669\n\nwrong answer expected 97, found 14497\n\nwrong answer expected 162, found 505602\n\nwrong answer expected 30, found 39630\n\nwrong answer expected 94, found 2854\n\nwrong answer expected 68, found 313668\n\nwrong answer expected 69, found 312549\n\nwrong answer expected 74, found 3194\n\nwrong answer expected 57, found 377\n\nwrong answer expected 29, found 309\n\nwrong answer expected 74, found 172274\n\nwrong answer expected 146, found 12386\n\nwrong answer expected 74, found 2834\n\nwrong answer expected 155, found 168995\n\nwrong answer expected 131, found 168971\n\nwrong answer expected 122, found 13322\n\nwrong answer expected 86, found 37686\n\nwrong answer expected 46, found 89446\n\nwrong answer expected 98, found 12338\n\nwrong answer expected 129, found 305889\n\nwrong answer expected 74, found 310314\n\nwrong answer expected 78, found 278\n\nwrong answer expected 81, found 309201\n\nwrong answer expected 122, found 310362\n\nwrong answer expected 209, found 507089\n\nwrong answer expected 88, found 13048\n\nwrong answer expected 114, found 36914\n\nwrong answer expected 74, found 40074\n\nwrong answer expected 106, found 2626\n\nwrong answer expected 146, found 512786\n\nwrong answer expected 161, found 12401\n\nwrong answer expected 153, found 308153\n\nwrong answer expected 22, found 3382\n\nwrong answer expected 38, found 3038\n\nwrong answer expected 110, found 87110\n\nwrong answer expected 187, found 36587\n\nwrong answer expected 109, found 310349\n\nwrong answer expected 20, found 14420\n\nwrong answer expected 98, found 2738\n\nwrong answer expected 116, found 87716\n\nwrong answer expected 54, found 174774\n\nwrong answer expected 86, found 38086\n\nwrong answer expected 133, found 84733\n\nwrong answer expected 109, found 2749\n\nwrong answer expected 75, found 172275\n\nwrong answer expected 40, found 200\n\nwrong answer expected 145, found 518545\n\nwrong answer expected 136, found 86536\n\nwrong answer expected 161, found 512801\n\nwrong answer expected 116, found 13076\n\nwrong answer expected 34, found 3634\n\nwrong answer expected 89, found 40089\n\nwrong answer expected 81, found 312561\n\nwrong answer expected 33, found 233\n\nwrong answer expected 117, found 518517\n\nwrong answer expected 78, found 174798\n\nwrong answer expected 93, found 39293\n\nwrong answer expected 10, found 3490\n\nwrong answer expected 41, found 13721\n\nwrong answer expected 73, found 89473\n\nwrong answer expected 65, found 312545\n\nwrong answer expected 53, found 173\n\nwrong answer expected 145, found 303665\n\nwrong answer expected 9, found 369\n\nwrong answer expected 85, found 90085\n\nwrong answer expected 106, found 36506\n\nwrong answer expected 46, found 2926\n\nwrong answer expected 116, found 85316\n\nwrong answer expected 14, found 3494\n\nwrong answer expected 114, found 312594\n\nwrong answer expected 26, found 13706\n\nwrong answer expected 61, found 87061\n\nwrong answer expected 66, found 312546\n\nwrong answer expected 49, found 176449\n\n\n;1
364443;100001;18424;3124;;e9635bb0ea7608a7a1e9f93d18f21225;17;F;1691694323;1691694330;198323;4;9.00;9.00;0;wrong answer expected 166, found 505606\n\nwrong answer expected 29, found 3149\n\nwrong answer expected 101, found 173141\n\nwrong answer expected 41, found 89441\n\nwrong answer expected 57, found 174777\n\nwrong answer expected 41, found 38441\n\nwrong answer expected 145, found 507025\n\nwrong answer expected 115, found 38915\n\nwrong answer expected 90, found 3690\n\nwrong answer expected 122, found 2762\n\nwrong answer expected 5, found 405\n\nwrong answer expected 166, found 509926\n\nwrong answer expected 73, found 310313\n\nwrong answer expected 83, found 37283\n\nwrong answer expected 129, found 173169\n\nwrong answer expected 101, found 13061\n\nwrong answer expected 149, found 515669\n\nwrong answer expected 97, found 14497\n\nwrong answer expected 162, found 505602\n\nwrong answer expected 30, found 39630\n\nwrong answer expected 94, found 2854\n\nwrong answer expected 68, found 313668\n\nwrong answer expected 69, found 312549\n\nwrong answer expected 74, found 3194\n\nwrong answer expected 57, found 377\n\nwrong answer expected 29, found 309\n\nwrong answer expected 74, found 172274\n\nwrong answer expected 146, found 12386\n\nwrong answer expected 74, found 2834\n\nwrong answer expected 155, found 168995\n\nwrong answer expected 131, found 168971\n\nwrong answer expected 122, found 13322\n\nwrong answer expected 86, found 37686\n\nwrong answer expected 46, found 89446\n\nwrong answer expected 98, found 12338\n\nwrong answer expected 129, found 305889\n\nwrong answer expected 74, found 310314\n\nwrong answer expected 78, found 278\n\nwrong answer expected 81, found 309201\n\nwrong answer expected 122, found 310362\n\nwrong answer expected 209, found 507089\n\nwrong answer expected 88, found 13048\n\nwrong answer expected 114, found 36914\n\nwrong answer expected 74, found 40074\n\nwrong answer expected 106, found 2626\n\nwrong answer expected 146, found 512786\n\nwrong answer expected 161, found 12401\n\nwrong answer expected 153, found 308153\n\nwrong answer expected 22, found 3382\n\nwrong answer expected 38, found 3038\n\nwrong answer expected 110, found 87110\n\nwrong answer expected 187, found 36587\n\nwrong answer expected 109, found 310349\n\nwrong answer expected 20, found 14420\n\nwrong answer expected 98, found 2738\n\nwrong answer expected 116, found 87716\n\nwrong answer expected 54, found 174774\n\nwrong answer expected 86, found 38086\n\nwrong answer expected 133, found 84733\n\nwrong answer expected 109, found 2749\n\nwrong answer expected 75, found 172275\n\nwrong answer expected 40, found 200\n\nwrong answer expected 145, found 518545\n\nwrong answer expected 136, found 86536\n\nwrong answer expected 161, found 512801\n\nwrong answer expected 116, found 13076\n\nwrong answer expected 34, found 3634\n\nwrong answer expected 89, found 40089\n\nwrong answer expected 81, found 312561\n\nwrong answer expected 33, found 233\n\nwrong answer expected 117, found 518517\n\nwrong answer expected 78, found 174798\n\nwrong answer expected 93, found 39293\n\nwrong answer expected 10, found 3490\n\nwrong answer expected 41, found 13721\n\nwrong answer expected 73, found 89473\n\nwrong answer expected 65, found 312545\n\nwrong answer expected 53, found 173\n\nwrong answer expected 145, found 303665\n\nwrong answer expected 9, found 369\n\nwrong answer expected 85, found 90085\n\nwrong answer expected 106, found 36506\n\nwrong answer expected 46, found 2926\n\nwrong answer expected 116, found 85316\n\nwrong answer expected 14, found 3494\n\nwrong answer expected 114, found 312594\n\nwrong answer expected 26, found 13706\n\nwrong answer expected 61, found 87061\n\nwrong answer expected 66, found 312546\n\nwrong answer expected 49, found 176449\n\n\n;1
364446;100001;18424;3124;;cf86e28ddfe1ff17fb73f96df6cd26fa;17;F;1691694581;1691694582;198581;2;0.00;0.00;0;\nsolution.source:13: error: ';' expected\n            two = (int) Math.pow((chislo / 10) % 10) ,2);\n                                                    ^\n1 error\n\n\n;1
364448;100001;18424;3124;;81a91a5714e2b2292162afb2c21b3c26;17;F;1691694632;1691694640;198632;0;100.00;100.00;0;NULL;1
364457;100004;18424;3124;;9a29c72b706f3c6b3d38c7997d074e18;17;F;1691694922;1691694922;198922;2;0.00;0.00;0;\nsolution.source: Testing System Compilation Error: There must be a class named `Main`\n\n\n;1
364462;100004;18424;3124;;ee06c86b62b4fef753d12fae0245b0db;17;F;1691694998;1691695008;198998;4;87.00;87.00;0;wrong answer expected -1, found 79\n\nwrong answer expected -1, found 158\n\nwrong answer expected -1, found 152\n\nwrong answer expected -1, found 158\n\nwrong answer expected -1, found 203\n\n\n;1
362478;100001;18426;3124;;0f84a273dd55d1076ccdd592a459de0b;4;F;1691584871;1691584872;88871;0;100.00;100.00;0;NULL;1
366208;100002;18426;3124;;a7ca7f7adb9a5a28354be3402ffb60cd;4;F;1691848140;1691848142;352140;0;100.00;100.00;0;NULL;1
366240;100003;18426;3124;;677478cdf938ef6d3c0aa872cdb02a2d;4;F;1691849856;1691849857;353856;2;0.00;0.00;0;\nFree Pascal Compiler version 3.2.2 [2021/05/16] for x86_64\nCopyright (c) 1993-2021 by Florian Klaempfl and others\nsolution.source(10,13) Error: Identifier not found "power"\nsolution.source(10,31) Error: Identifier not found "power"\nsolution.source(10,49) Error: Identifier not found "power"\nsolution.source(14) Fatal: There were 3 errors compiling module, stopping\nFatal: Compilation aborted\nError: /usr/bin/ppcx64 returned an error exitcode\n\n\n;1
366875;100003;18426;3124;;b2b9ee4933ca6128804ea43fea8b5128;4;F;1691930371;1691930372;434371;2;0.00;0.00;0;\nFree Pascal Compiler version 3.2.2 [2021/05/16] for x86_64\nCopyright (c) 1993-2021 by Florian Klaempfl and others\nsolution.source(10,13) Error: Identifier not found "power"\nsolution.source(10,31) Error: Identifier not found "power"\nsolution.source(10,49) Error: Identifier not found "power"\nsolution.source(13,4) Fatal: There were 3 errors compiling module, stopping\nFatal: Compilation aborted\nError: /usr/bin/ppcx64 returned an error exitcode\n\n\n;1
367794;100003;18426;3124;;781526de4da0dd748589b40714aa0731;18;F;1692018962;1692018963;522962;2;0.00;0.00;0;\nsolution.source:1:10: fatal error: iostream: No such file or directory\n    1 | #include <iostream>\n      |          ^~~~~~~~~~\ncompilation terminated.\n\n\n;1
367802;100004;18426;3124;;dc28f6cc1de01e2cc5c394f01c47c25c;4;F;1692019800;1692019801;523800;2;0.00;0.00;0;\nFree Pascal Compiler version 3.2.2 [2021/05/16] for x86_64\nCopyright (c) 1993-2021 by Florian Klaempfl and others\nsolution.source(1,1) Error: Illegal char constant\nsolution.source(1,2) Fatal: Syntax error, "BEGIN" expected but "const string" found\nFatal: Compilation aborted\nError: /usr/bin/ppcx64 returned an error exitcode\n\n\n;1
367804;100004;18426;3124;;dc28f6cc1de01e2cc5c394f01c47c25c;37;F;1692019820;1692019823;523820;4;0.00;0.00;0;wrong answer expected 18, found -2147483648\n\nwrong answer expected 62, found 16\n\nwrong answer expected 15, found 82\n\nwrong answer expected 79, found -2147483648\n\nwrong answer expected 14, found 2\n\nwrong answer expected -1, found 5764809\n\nwrong answer expected 26, found 134217729\n\nwrong answer expected 26, found 134217729\n\nwrong answer expected -1, found 8\n\nwrong answer expected -1, found 15706\n\nwrong answer expected 49, found 81\n\nwrong answer expected -1, found 89\n\nwrong answer expected 86, found 280017\n\nwrong answer expected 82, found 134217736\n\nwrong answer expected -1, found 15626\n\nwrong answer expected -1, found 5764809\n\nwrong answer expected -1, found 1\n\nwrong answer expected 48, found 134217736\n\nwrong answer expected 49, found 81\n\nwrong answer expected 51, found 5764802\n\nwrong answer expected -1, found 9\n\nwrong answer expected 67, found 89\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 72, found 15633\n\nwrong answer expected -1, found 15626\n\nwrong answer expected -1, found 5764801\n\nwrong answer expected 80, found 1032\n\nwrong answer expected -1, found 134217809\n\nwrong answer expected -1, found 1\n\nwrong answer expected 18, found -2147483648\n\nwrong answer expected 94, found 15706\n\nwrong answer expected 79, found -2147483648\n\nwrong answer expected 67, found 89\n\nwrong answer expected -1, found 15706\n\nwrong answer expected 39, found 5764809\n\nwrong answer expected -1, found 8\n\nwrong answer expected -1, found 134217736\n\nwrong answer expected 92, found 82\n\nwrong answer expected -1, found 134217736\n\nwrong answer expected 53, found 9\n\nwrong answer expected -1, found 15633\n\nwrong answer expected 15, found 82\n\nwrong answer expected -1, found 1032\n\nwrong answer expected -1, found 16\n\nwrong answer expected -1, found 16649\n\nwrong answer expected 96, found -2147483648\n\nwrong answer expected 88, found 1024\n\nwrong answer expected -1, found 15626\n\nwrong answer expected -1, found 89\n\nwrong answer expected -1, found 139982529\n\nwrong answer expected 87, found 134217809\n\nwrong answer expected -1, found 134217728\n\nwrong answer expected -1, found 1024\n\nwrong answer expected 29, found 1032\n\nwrong answer expected 96, found -2147483648\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 67, found 89\n\nwrong answer expected 13, found -2147483648\n\nwrong answer expected 54, found 89\n\nwrong answer expected 62, found 16\n\nwrong answer expected 31, found 2\n\nwrong answer expected 38, found 15633\n\nwrong answer expected -1, found 31250\n\nwrong answer expected -1, found 5780426\n\nwrong answer expected -1, found 5764809\n\nwrong answer expected -1, found 1024\n\nwrong answer expected 44, found 8\n\nwrong answer expected 80, found 1032\n\nwrong answer expected 14, found 2\n\nwrong answer expected 71, found 89\n\nwrong answer expected 39, found 5764809\n\nwrong answer expected -1, found 5764882\n\nwrong answer expected 55, found 15633\n\nwrong answer expected -1, found 2129\n\nwrong answer expected 96, found -2147483648\n\nwrong answer expected 35, found -2147483648\n\nwrong answer expected 27, found 8\n\nwrong answer expected 91, found -2147483648\n\nwrong answer expected 56, found 5764809\n\nwrong answer expected -1, found 81\n\nwrong answer expected -1, found 1025\n\nwrong answer expected -1, found 139982529\n\nwrong answer expected 63, found 1032\n\nwrong answer expected 60, found 134217729\n\nwrong answer expected -1, found 134217809\n\nwrong answer expected 41, found 1025\n\nwrong answer expected 52, found -2147483648\n\nwrong answer expected -1, found 280960\n\nwrong answer expected -1, found 5764802\n\nwrong answer expected 44, found 8\n\nwrong answer expected 85, found 1105\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 56, found 5764809\n\nwrong answer expected -1, found 5764882\n\nwrong answer expected 66, found 81\n\nwrong answer expected 46, found 1032\n\nwrong answer expected 71, found 89\n\nwrong answer expected 84, found 89\n\nwrong answer expected -1, found 279937\n\nwrong answer expected 66, found 81\n\nwrong answer expected 67, found 89\n\nwrong answer expected -1, found 2048\n\nwrong answer expected 78, found 5764882\n\nwrong answer expected -1, found 280960\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 68, found 1105\n\nwrong answer expected -1, found 1105\n\nwrong answer expected -1, found 5764882\n\nwrong answer expected -1, found 5765825\n\nwrong answer expected -1, found 2048\n\nwrong answer expected 74, found -2147483648\n\nwrong answer expected 52, found -2147483648\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 14, found 2\n\nwrong answer expected 80, found 1032\n\nwrong answer expected -1, found 89\n\nwrong answer expected 37, found 89\n\nwrong answer expected 48, found 134217736\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 96, found -2147483648\n\nwrong answer expected 82, found 134217736\n\nwrong answer expected 48, found 134217736\n\nwrong answer expected 28, found 16\n\nwrong answer expected -1, found 279944\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected -1, found 279944\n\nwrong answer expected 88, found 1024\n\nwrong answer expected -1, found 268435456\n\nwrong answer expected 50, found 15626\n\nwrong answer expected -1, found -2147483648\n\nwrong answer expected 58, found 82\n\nwrong answer expected 76, found 162\n\nwrong answer expected 82, found 134217736\n\nwrong answer expected 32, found 82\n\nwrong answer expected 18, found -2147483648\n\n(truncated report)\n\n;1
367805;100003;18426;3124;;dc28f6cc1de01e2cc5c394f01c47c25c;37;F;1692019839;1692019841;523839;4;70.20;70.20;0;wrong answer 1st words differ - expected: '3487079962', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3621002130', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3492550226', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486815651', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '6973568803', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '10460353203', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3487064418', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '6979333603', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3487064337', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3621002210', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486784482', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486800026', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3487079962', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3498314003', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3492549283', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3621002137', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486784402', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3492829138', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486784410', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3492564827', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486784410', found: '-2147483648'\n\nwrong answer 1st words differ - expected: '3486784490', found: '-2147483648'\n\n\n;1
367807;100003;18426;3124;;403ea04e6fa4dcdb050a6c0bc28af869;37;F;1692019944;1692019946;523944;0;100.00;100.00;0;NULL;1
360881;100001;18427;3124;;da2db1377b9417e1a1ee1540e0a0724b;12;F;1691497424;1691497426;1424;0;100.00;100.00;0;NULL;1
360948;100002;18427;3124;;003d6fd010312cdd9ff835a97020ddf3;12;F;1691498068;1691498070;2068;0;100.00;100.00;0;NULL;1
360988;100004;18427;3124;;9ead4b2e7ffd21b0eaea0f1ac98df3c3;12;F;1691498567;1691498570;2567;4;82.80;82.80;0;wrong answer expected -1, found 33\n\nwrong answer expected -1, found 36\n\nwrong answer expected -1, found 16\n\nwrong answer expected -1, found 65\n\nwrong answer expected -1, found 38\n\nwrong answer expected -1, found 16\n\nwrong answer expected -1, found 51\n\nwrong answer expected -1, found 25\n\nwrong answer expected -1, found 64\n\nwrong answer expected -1, found 64\n\nwrong answer expected -1, found 96\n\nwrong answer expected -1, found 97\n\n\n;1
361009;100003;18427;3124;;461375a8b42db50951f91bb7583bc6a1;12;F;1691499086;1691499088;3086;0;100.00;100.00;0;NULL;1
361037;100006;18427;3124;;cfb14a13e728f44cf778a0b5e6ff7ee4;12;F;1691499547;1691499548;3547;72;24.60;24.60;0;wrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\nwrong output format Output file not found: "/sandbox/solution/output.txt"\n\n\n;1
361139;100001;18428;3124;;fccd9cf060ee0c94042cf37dc2475a82;4;F;1691501771;1691501772;5771;4;14.40;14.40;0;wrong answer expected 129, found 5\n\nwrong answer expected 166, found 95\n\nwrong answer expected 29, found 20\n\nwrong answer expected 101, found 66\n\nwrong answer expected 57, found 58\n\nwrong answer expected 41, found 33\n\nwrong answer expected 145, found 92\n\nwrong answer expected 115, found 28\n\nwrong answer expected 90, found 10\n\nwrong answer expected 122, found 29\n\nwrong answer expected 166, found 96\n\nwrong answer expected 37, found 7\n\nwrong answer expected 73, found 75\n\nwrong answer expected 83, found 38\n\nwrong answer expected 129, found 65\n\nwrong answer expected 101, found 27\n\nwrong answer expected 149, found 92\n\nwrong answer expected 97, found 17\n\nwrong answer expected 162, found 90\n\nwrong answer expected 94, found 20\n\nwrong answer expected 74, found 27\n\nwrong answer expected 57, found 18\n\nwrong answer expected 29, found 10\n\nwrong answer expected 74, found 57\n\nwrong answer expected 146, found 35\n\nwrong answer expected 74, found 18\n\nwrong answer expected 155, found 65\n\nwrong answer expected 131, found 57\n\nwrong answer expected 59, found 11\n\nwrong answer expected 122, found 28\n\nwrong answer expected 86, found 42\n\nwrong answer expected 98, found 21\n\nwrong answer expected 17, found 7\n\nwrong answer expected 129, found 76\n\nwrong answer expected 74, found 76\n\nwrong answer expected 78, found 22\n\nwrong answer expected 81, found 74\n\nwrong answer expected 122, found 76\n\nwrong answer expected 209, found 92\n\nwrong answer expected 88, found 33\n\nwrong answer expected 114, found 42\n\nwrong answer expected 74, found 34\n\nwrong answer expected 106, found 21\n\nwrong answer expected 146, found 102\n\nwrong answer expected 161, found 31\n\nwrong answer expected 153, found 81\n\nwrong answer expected 38, found 20\n\nwrong answer expected 110, found 56\n\nwrong answer expected 187, found 39\n\nwrong answer expected 109, found 72\n\nwrong answer expected 98, found 24\n\nwrong answer expected 116, found 51\n\nwrong answer expected 131, found 17\n\nwrong answer expected 99, found 13\n\nwrong answer expected 54, found 55\n\nwrong answer expected 86, found 41\n\nwrong answer expected 133, found 51\n\nwrong answer expected 109, found 25\n\nwrong answer expected 75, found 58\n\nwrong answer expected 40, found 11\n\nwrong answer expected 145, found 85\n\nwrong answer expected 136, found 44\n\nwrong answer expected 161, found 98\n\nwrong answer expected 116, found 22\n\nwrong answer expected 34, found 14\n\nwrong answer expected 89, found 29\n\nwrong answer expected 81, found 72\n\nwrong answer expected 33, found 15\n\nwrong answer expected 117, found 87\n\nwrong answer expected 78, found 60\n\nwrong answer expected 93, found 35\n\nwrong answer expected 41, found 23\n\nwrong answer expected 73, found 43\n\nwrong answer expected 53, found 14\n\nwrong answer expected 145, found 72\n\nwrong answer expected 85, found 45\n\nwrong answer expected 106, found 30\n\nwrong answer expected 46, found 17\n\nwrong answer expected 116, found 54\n\nwrong answer expected 114, found 75\n\nwrong answer expected 26, found 27\n\nwrong answer expected 61, found 44\n\nwrong answer expected 69, found 10\n\nwrong answer expected 21, found 11\n\n\n;1
361150;100001;18428;3124;;8e217158a0d20d93c0e73ffa8d35d477;4;F;1691502051;1691502053;6051;0;100.00;100.00;0;NULL;1
361164;100002;18428;3124;;b9ae7d8589d4ec82ab531074320e0637;4;F;1691502601;1691502603;6601;0;100.00;100.00;0;NULL;1
361324;100003;18428;3124;;13ffff03b2afb230335791cad4aa8895;4;F;1691508418;1691508419;12418;0;100.00;100.00;0;NULL;1
363006;100001;18429;3124;;3d7c69f15648a7dfe9d82fe0105a979e;37;F;1691603277;1691603278;107277;2;0.00;0.00;0;\nsolution.source: In function 'int main()':\nsolution.source:6:5: error: 'cin' was not declared in this scope; did you mean 'std::cin'?\n    6 |     cin >> n;\n      |     ^~~\n      |     std::cin\nIn file included from solution.source:1:\n/usr/include/c++/12.2.1/iostream:60:18: note: 'std::cin' declared here\n   60 |   extern istream cin;           /// Linked to standard input\n      |                  ^~~\nsolution.source:12:5: error: 'cout' was not declared in this scope; did you mean 'std::cout'?\n   12 |     cout << a*a + b*b + c*c;\n      |     ^~~~\n      |     std::cout\n/usr/include/c++/12.2.1/iostream:61:18: note: 'std::cout' declared here\n   61 |   extern ostream cout;          /// Linked to standard output\n      |                  ^~~~\n\n\n;1
363021;100001;18429;3124;L1_1.cpp;68d791475cbae52062a64daa2aea9042;37;F;1691603662;1691603663;107662;2;0.00;0.00;0;\nsolution.source: In function 'int main()':\nsolution.source:6:5: error: 'cin' was not declared in this scope; did you mean 'std::cin'?\n    6 |     cin >> n;\n      |     ^~~\n      |     std::cin\nIn file included from solution.source:1:\n/usr/include/c++/12.2.1/iostream:60:18: note: 'std::cin' declared here\n   60 |   extern istream cin;           /// Linked to standard input\n      |                  ^~~\nsolution.source:12:5: error: 'cout' was not declared in this scope; did you mean 'std::cout'?\n   12 |     cout << a*a + b*b + c*c;\n      |     ^~~~\n      |     std::cout\n/usr/include/c++/12.2.1/iostream:61:18: note: 'std::cout' declared here\n   61 |   extern ostream cout;          /// Linked to standard output\n      |                  ^~~~\n\n\n;1
364266;100001;18429;3124;L1_1.cpp;14253ce49268eebe179d3c2a97efabbf;37;F;1691683443;1691683446;187443;0;100.00;100.00;0;NULL;1
